Distance (km),Loss (dB)
0.047187,27.926000
0.047192,27.924000
0.047197,27.922000
0.047202,27.920000
0.047207,27.918000
0.047213,27.916000
0.047218,27.915000
0.047223,27.913000
0.047228,27.911000
0.047233,27.909000
0.047238,27.908000
0.047243,27.906000
0.047248,27.904000
0.047253,27.903000
0.047258,27.901000
0.047264,27.899000
0.047269,27.898000
0.047274,27.896000
0.047279,27.894000
0.047284,27.892000
0.047289,27.890000
0.047294,27.888000
0.047299,27.886000
0.047304,27.884000
0.047309,27.883000
0.047314,27.881000
0.047320,27.879000
0.047325,27.877000
0.047330,27.876000
0.047335,27.874000
0.047340,27.872000
0.047345,27.870000
0.047350,27.868000
0.047355,27.867000
0.047360,27.865000
0.047365,27.863000
0.047370,27.861000
0.047376,27.859000
0.047381,27.858000
0.047386,27.856000
0.047391,27.854000
0.047396,27.853000
0.047401,27.851000
0.047406,27.848000
0.047411,27.846000
0.047416,27.844000
0.047421,27.842000
0.047427,27.840000
0.047432,27.838000
0.047437,27.836000
0.047442,27.834000
0.047447,27.833000
0.047452,27.831000
0.047457,27.828000
0.047462,27.826000
0.047467,27.824000
0.047472,27.822000
0.047477,27.820000
0.047483,27.818000
0.047488,27.817000
0.047493,27.815000
0.047498,27.813000
0.047503,27.811000
0.047508,27.809000
0.047513,27.806000
0.047518,27.804000
0.047523,27.803000
0.047528,27.801000
0.047534,27.799000
0.047539,27.797000
0.047544,27.795000
0.047549,27.793000
0.047554,27.792000
0.047559,27.790000
0.047564,27.788000
0.047569,27.786000
0.047574,27.785000
0.047579,27.783000
0.047584,27.781000
0.047590,27.780000
0.047595,27.778000
0.047600,27.777000
0.047605,27.775000
0.047610,27.774000
0.047615,27.772000
0.047620,27.770000
0.047625,27.769000
0.047630,27.767000
0.047635,27.765000
0.047641,27.763000
0.047646,27.762000
0.047651,27.760000
0.047656,27.758000
0.047661,27.756000
0.047666,27.754000
0.047671,27.752000
0.047676,27.750000
0.047681,27.748000
0.047686,27.746000
0.047691,27.744000
0.047697,27.742000
0.047702,27.740000
0.047707,27.738000
0.047712,27.736000
0.047717,27.734000
0.047722,27.732000
0.047727,27.730000
0.047732,27.728000
0.047737,27.726000
0.047742,27.724000
0.047747,27.722000
0.047753,27.720000
0.047758,27.718000
0.047763,27.716000
0.047768,27.714000
0.047773,27.712000
0.047778,27.710000
0.047783,27.709000
0.047788,27.707000
0.047793,27.705000
0.047798,27.703000
0.047804,27.701000
0.047809,27.700000
0.047814,27.698000
0.047819,27.697000
0.047824,27.696000
0.047829,27.694000
0.047834,27.692000
0.047839,27.691000
0.047844,27.690000
0.047849,27.688000
0.047854,27.687000
0.047860,27.685000
0.047865,27.683000
0.047870,27.682000
0.047875,27.681000
0.047880,27.679000
0.047885,27.678000
0.047890,27.676000
0.047895,27.675000
0.047900,27.673000
0.047905,27.672000
0.047911,27.670000
0.047916,27.668000
0.047921,27.667000
0.047926,27.665000
0.047931,27.664000
0.047936,27.662000
0.047941,27.661000
0.047946,27.660000
0.047951,27.658000
0.047956,27.657000
0.047961,27.655000
0.047967,27.654000
0.047972,27.652000
0.047977,27.651000
0.047982,27.650000
0.047987,27.648000
0.047992,27.646000
0.047997,27.645000
0.048002,27.643000
0.048007,27.641000
0.048012,27.640000
0.048018,27.638000
0.048023,27.637000
0.048028,27.635000
0.048033,27.633000
0.048038,27.631000
0.048043,27.630000
0.048048,27.628000
0.048053,27.626000
0.048058,27.625000
0.048063,27.623000
0.048068,27.621000
0.048074,27.619000
0.048079,27.617000
0.048084,27.615000
0.048089,27.613000
0.048094,27.612000
0.048099,27.610000
0.048104,27.608000
0.048109,27.606000
0.048114,27.604000
0.048119,27.602000
0.048125,27.600000
0.048130,27.599000
0.048135,27.597000
0.048140,27.595000
0.048145,27.594000
0.048150,27.592000
0.048155,27.590000
0.048160,27.588000
0.048165,27.586000
0.048170,27.584000
0.048175,27.583000
0.048181,27.581000
0.048186,27.579000
0.048191,27.577000
0.048196,27.576000
0.048201,27.574000
0.048206,27.572000
0.048211,27.571000
0.048216,27.569000
0.048221,27.567000
0.048226,27.565000
0.048231,27.563000
0.048237,27.561000
0.048242,27.560000
0.048247,27.558000
0.048252,27.556000
0.048257,27.554000
0.048262,27.552000
0.048267,27.550000
0.048272,27.548000
0.048277,27.547000
0.048282,27.544000
0.048288,27.542000
0.048293,27.539000
0.048298,27.537000
0.048303,27.535000
0.048308,27.533000
0.048313,27.531000
0.048318,27.530000
0.048323,27.528000
0.048328,27.526000
0.048333,27.524000
0.048338,27.522000
0.048344,27.520000
0.048349,27.518000
0.048354,27.517000
0.048359,27.514000
0.048364,27.513000
0.048369,27.511000
0.048374,27.509000
0.048379,27.507000
0.048384,27.505000
0.048389,27.504000
0.048395,27.502000
0.048400,27.501000
0.048405,27.499000
0.048410,27.497000
0.048415,27.495000
0.048420,27.493000
0.048425,27.491000
0.048430,27.489000
0.048435,27.488000
0.048440,27.486000
0.048445,27.484000
0.048451,27.482000
0.048456,27.481000
0.048461,27.479000
0.048466,27.477000
0.048471,27.476000
0.048476,27.474000
0.048481,27.472000
0.048486,27.470000
0.048491,27.468000
0.048496,27.466000
0.048502,27.465000
0.048507,27.463000
0.048512,27.461000
0.048517,27.459000
0.048522,27.458000
0.048527,27.456000
0.048532,27.455000
0.048537,27.453000
0.048542,27.451000
0.048547,27.449000
0.048552,27.448000
0.048558,27.446000
0.048563,27.444000
0.048568,27.442000
0.048573,27.441000
0.048578,27.439000
0.048583,27.437000
0.048588,27.435000
0.048593,27.434000
0.048598,27.432000
0.048603,27.430000
0.048609,27.429000
0.048614,27.427000
0.048619,27.425000
0.048624,27.423000
0.048629,27.422000
0.048634,27.420000
0.048639,27.418000
0.048644,27.417000
0.048649,27.415000
0.048654,27.414000
0.048659,27.412000
0.048665,27.410000
0.048670,27.408000
0.048675,27.407000
0.048680,27.405000
0.048685,27.403000
0.048690,27.401000
0.048695,27.399000
0.048700,27.397000
0.048705,27.395000
0.048710,27.393000
0.048715,27.391000
0.048721,27.389000
0.048726,27.388000
0.048731,27.386000
0.048736,27.384000
0.048741,27.382000
0.048746,27.380000
0.048751,27.378000
0.048756,27.376000
0.048761,27.374000
0.048766,27.372000
0.048772,27.370000
0.048777,27.368000
0.048782,27.367000
0.048787,27.365000
0.048792,27.363000
0.048797,27.362000
0.048802,27.360000
0.048807,27.358000
0.048812,27.356000
0.048817,27.354000
0.048822,27.352000
0.048828,27.351000
0.048833,27.349000
0.048838,27.347000
0.048843,27.345000
0.048848,27.344000
0.048853,27.342000
0.048858,27.340000
0.048863,27.339000
0.048868,27.337000
0.048873,27.335000
0.048879,27.334000
0.048884,27.332000
0.048889,27.330000
0.048894,27.329000
0.048899,27.327000
0.048904,27.326000
0.048909,27.324000
0.048914,27.323000
0.048919,27.321000
0.048924,27.320000
0.048929,27.319000
0.048935,27.317000
0.048940,27.316000
0.048945,27.314000
0.048950,27.313000
0.048955,27.311000
0.048960,27.310000
0.048965,27.309000
0.048970,27.307000
0.048975,27.306000
0.048980,27.305000
0.048986,27.303000
0.048991,27.302000
0.048996,27.300000
0.049001,27.298000
0.049006,27.297000
0.049011,27.295000
0.049016,27.294000
0.049021,27.292000
0.049026,27.291000
0.049031,27.290000
0.049036,27.288000
0.049042,27.287000
0.049047,27.285000
0.049052,27.284000
0.049057,27.282000
0.049062,27.280000
0.049067,27.279000
0.049072,27.277000
0.049077,27.275000
0.049082,27.273000
0.049087,27.271000
0.049092,27.270000
0.049098,27.268000
0.049103,27.266000
0.049108,27.264000
0.049113,27.262000
0.049118,27.260000
0.049123,27.258000
0.049128,27.256000
0.049133,27.254000
0.049138,27.252000
0.049143,27.250000
0.049149,27.248000
0.049154,27.246000
0.049159,27.243000
0.049164,27.241000
0.049169,27.240000
0.049174,27.238000
0.049179,27.236000
0.049184,27.234000
0.049189,27.233000
0.049194,27.231000
0.049199,27.228000
0.049205,27.226000
0.049210,27.224000
0.049215,27.222000
0.049220,27.219000
0.049225,27.218000
0.049230,27.216000
0.049235,27.214000
0.049240,27.212000
0.049245,27.211000
0.049250,27.209000
0.049256,27.207000
0.049261,27.206000
0.049266,27.204000
0.049271,27.202000
0.049276,27.200000
0.049281,27.198000
0.049286,27.197000
0.049291,27.195000
0.049296,27.193000
0.049301,27.192000
0.049306,27.190000
0.049312,27.189000
0.049317,27.187000
0.049322,27.185000
0.049327,27.184000
0.049332,27.182000
0.049337,27.181000
0.049342,27.179000
0.049347,27.177000
0.049352,27.176000
0.049357,27.173000
0.049363,27.172000
0.049368,27.170000
0.049373,27.168000
0.049378,27.167000
0.049383,27.165000
0.049388,27.163000
0.049393,27.162000
0.049398,27.160000
0.049403,27.158000
0.049408,27.157000
0.049413,27.155000
0.049419,27.153000
0.049424,27.151000
0.049429,27.149000
0.049434,27.147000
0.049439,27.146000
0.049444,27.144000
0.049449,27.142000
0.049454,27.140000
0.049459,27.138000
0.049464,27.136000
0.049470,27.134000
0.049475,27.132000
0.049480,27.130000
0.049485,27.129000
0.049490,27.127000
0.049495,27.125000
0.049500,27.123000
0.049505,27.121000
0.049510,27.119000
0.049515,27.117000
0.049520,27.115000
0.049526,27.114000
0.049531,27.111000
0.049536,27.109000
0.049541,27.108000
0.049546,27.105000
0.049551,27.104000
0.049556,27.102000
0.049561,27.100000
0.049566,27.099000
0.049571,27.097000
0.049576,27.095000
0.049582,27.094000
0.049587,27.092000
0.049592,27.091000
0.049597,27.089000
0.049602,27.087000
0.049607,27.086000
0.049612,27.084000
0.049617,27.083000
0.049622,27.081000
0.049627,27.080000
0.049633,27.079000
0.049638,27.077000
0.049643,27.076000
0.049648,27.074000
0.049653,27.073000
0.049658,27.071000
0.049663,27.069000
0.049668,27.068000
0.049673,27.066000
0.049678,27.064000
0.049683,27.062000
0.049689,27.061000
0.049694,27.059000
0.049699,27.057000
0.049704,27.055000
0.049709,27.053000
0.049714,27.052000
0.049719,27.050000
0.049724,27.049000
0.049729,27.047000
0.049734,27.045000
0.049740,27.043000
0.049745,27.041000
0.049750,27.039000
0.049755,27.038000
0.049760,27.036000
0.049765,27.034000
0.049770,27.032000
0.049775,27.030000
0.049780,27.028000
0.049785,27.026000
0.049790,27.025000
0.049796,27.023000
0.049801,27.021000
0.049806,27.019000
0.049811,27.017000
0.049816,27.015000
0.049821,27.013000
0.049826,27.011000
0.049831,27.010000
0.049836,27.008000
0.049841,27.006000
0.049847,27.004000
0.049852,27.003000
0.049857,27.001000
0.049862,26.999000
0.049867,26.998000
0.049872,26.996000
0.049877,26.994000
0.049882,26.993000
0.049887,26.991000
0.049892,26.989000
0.049897,26.987000
0.049903,26.986000
0.049908,26.985000
0.049913,26.983000
0.049918,26.982000
0.049923,26.980000
0.049928,26.978000
0.049933,26.976000
0.049938,26.975000
0.049943,26.973000
0.049948,26.971000
0.049954,26.969000
0.049959,26.967000
0.049964,26.966000
0.049969,26.964000
0.049974,26.963000
0.049979,26.961000
0.049984,26.960000
0.049989,26.958000
0.049994,26.956000
0.049999,26.954000
0.050004,26.952000
0.050010,26.950000
0.050015,26.948000
0.050020,26.947000
0.050025,26.945000
0.050030,26.943000
0.050035,26.941000
0.050040,26.939000
0.050045,26.937000
0.050050,26.936000
0.050055,26.934000
0.050060,26.932000
0.050066,26.930000
0.050071,26.927000
0.050076,26.925000
0.050081,26.923000
0.050086,26.921000
0.050091,26.920000
0.050096,26.918000
0.050101,26.916000
0.050106,26.914000
0.050111,26.913000
0.050117,26.911000
0.050122,26.909000
0.050127,26.907000
0.050132,26.905000
0.050137,26.904000
0.050142,26.902000
0.050147,26.900000
0.050152,26.898000
0.050157,26.895000
0.050162,26.894000
0.050167,26.892000
0.050173,26.891000
0.050178,26.889000
0.050183,26.887000
0.050188,26.886000
0.050193,26.884000
0.050198,26.882000
0.050203,26.880000
0.050208,26.879000
0.050213,26.877000
0.050218,26.875000
0.050224,26.873000
0.050229,26.872000
0.050234,26.870000
0.050239,26.868000
0.050244,26.866000
0.050249,26.865000
0.050254,26.863000
0.050259,26.861000
0.050264,26.859000
0.050269,26.857000
0.050274,26.855000
0.050280,26.854000
0.050285,26.852000
0.050290,26.850000
0.050295,26.848000
0.050300,26.846000
0.050305,26.844000
0.050310,26.842000
0.050315,26.840000
0.050320,26.838000
0.050325,26.837000
0.050331,26.835000
0.050336,26.833000
0.050341,26.831000
0.050346,26.829000
0.050351,26.828000
0.050356,26.826000
0.050361,26.824000
0.050366,26.822000
0.050371,26.821000
0.050376,26.819000
0.050381,26.817000
0.050387,26.816000
0.050392,26.814000
0.050397,26.813000
0.050402,26.811000
0.050407,26.809000
0.050412,26.808000
0.050417,26.806000
0.050422,26.804000
0.050427,26.802000
0.050432,26.801000
0.050437,26.799000
0.050443,26.797000
0.050448,26.795000
0.050453,26.794000
0.050458,26.791000
0.050463,26.790000
0.050468,26.788000
0.050473,26.786000
0.050478,26.785000
0.050483,26.782000
0.050488,26.781000
0.050494,26.779000
0.050499,26.777000
0.050504,26.775000
0.050509,26.773000
0.050514,26.771000
0.050519,26.770000
0.050524,26.767000
0.050529,26.766000
0.050534,26.764000
0.050539,26.762000
0.050544,26.760000
0.050550,26.759000
0.050555,26.757000
0.050560,26.755000
0.050565,26.753000
0.050570,26.751000
0.050575,26.750000
0.050580,26.748000
0.050585,26.747000
0.050590,26.745000
0.050595,26.743000
0.050601,26.741000
0.050606,26.740000
0.050611,26.738000
0.050616,26.737000
0.050621,26.735000
0.050626,26.733000
0.050631,26.731000
0.050636,26.730000
0.050641,26.728000
0.050646,26.727000
0.050651,26.726000
0.050657,26.725000
0.050662,26.723000
0.050667,26.722000
0.050672,26.721000
0.050677,26.720000
0.050682,26.719000
0.050687,26.718000
0.050692,26.716000
0.050697,26.715000
0.050702,26.713000
0.050708,26.711000
0.050713,26.709000
0.050718,26.707000
0.050723,26.706000
0.050728,26.705000
0.050733,31.835000
0.050738,36.359000
0.050743,38.512000
0.050748,39.913000
0.050753,40.915000
0.050758,41.568000
0.050764,42.027000
0.050769,42.373000
0.050774,42.643000
0.050779,42.863000
0.050784,43.045000
0.050789,43.199000
0.050794,43.330000
0.050799,43.442000
0.050804,43.539000
0.050809,43.624000
0.050815,43.698000
0.050820,43.763000
0.050825,43.820000
0.050830,43.870000
0.050835,43.904000
0.050840,43.883000
0.050845,43.802000
0.050850,43.660000
0.050855,43.464000
0.050860,43.259000
0.050865,43.053000
0.050871,42.850000
0.050876,42.644000
0.050881,42.440000
0.050886,42.235000
0.050891,42.031000
0.050896,41.826000
0.050901,41.621000
0.050906,41.415000
0.050911,41.209000
0.050916,41.004000
0.050921,40.800000
0.050927,40.596000
0.050932,40.393000
0.050937,40.190000
0.050942,39.988000
0.050947,39.786000
0.050952,39.584000
0.050957,39.383000
0.050962,39.181000
0.050967,38.980000
0.050972,38.779000
0.050978,38.576000
0.050983,38.373000
0.050988,38.170000
0.050993,37.966000
0.050998,37.699000
0.051003,37.396000
0.051008,37.079000
0.051013,36.741000
0.051018,36.499000
0.051023,36.296000
0.051028,36.093000
0.051034,35.891000
0.051039,35.688000
0.051044,35.485000
0.051049,35.282000
0.051054,35.077000
0.051059,34.873000
0.051064,34.670000
0.051069,34.468000
0.051074,34.267000
0.051079,34.066000
0.051085,33.866000
0.051090,33.666000
0.051095,33.467000
0.051100,33.268000
0.051105,33.069000
0.051110,32.871000
0.051115,32.674000
0.051120,32.477000
0.051125,32.279000
0.051130,32.081000
0.051135,31.883000
0.051141,31.686000
0.051146,31.490000
0.051151,31.294000
0.051156,31.100000
0.051161,30.907000
0.051166,30.715000
0.051171,30.523000
0.051176,30.331000
0.051181,30.140000
0.051186,29.949000
0.051192,29.760000
0.051197,29.573000
0.051202,29.388000
0.051207,29.205000
0.051212,29.022000
0.051217,28.841000
0.051222,28.660000
0.051227,28.482000
0.051232,28.305000
0.051237,28.130000
0.051242,27.958000
0.051248,27.787000
0.051253,27.618000
0.051258,27.453000
0.051263,27.288000
0.051268,27.128000
0.051273,26.972000
0.051278,26.817000
0.051283,26.666000
0.051288,26.514000
0.051293,26.366000
0.051299,26.223000
0.051304,26.083000
0.051309,25.950000
0.051314,25.819000
0.051319,25.690000
0.051324,25.567000
0.051329,25.445000
0.051334,25.323000
0.051339,25.209000
0.051344,25.098000
0.051349,24.992000
0.051355,24.893000
0.051360,24.797000
0.051365,24.697000
0.051370,24.607000
0.051375,24.518000
0.051380,24.436000
0.051385,24.357000
0.051390,24.275000
0.051395,24.205000
0.051400,24.131000
0.051405,24.069000
0.051411,24.009000
0.051416,23.944000
0.051421,23.879000
0.051426,23.815000
0.051431,23.750000
0.051436,23.691000
0.051441,23.639000
0.051446,23.588000
0.051451,23.543000
0.051456,23.502000
0.051462,23.457000
0.051467,23.409000
0.051472,23.363000
0.051477,23.317000
0.051482,23.279000
0.051487,23.241000
0.051492,23.208000
0.051497,23.175000
0.051502,23.140000
0.051507,23.110000
0.051512,23.078000
0.051518,23.049000
0.051523,23.022000
0.051528,22.993000
0.051533,22.966000
0.051538,22.936000
0.051543,22.906000
0.051548,22.880000
0.051553,22.854000
0.051558,22.829000
0.051563,22.803000
0.051569,22.776000
0.051574,22.747000
0.051579,22.721000
0.051584,22.698000
0.051589,22.674000
0.051594,22.654000
0.051599,22.632000
0.051604,22.611000
0.051609,22.591000
0.051614,22.572000
0.051619,22.553000
0.051625,22.533000
0.051630,22.511000
0.051635,22.489000
0.051640,22.467000
0.051645,22.445000
0.051650,22.424000
0.051655,22.403000
0.051660,22.381000
0.051665,22.362000
0.051670,22.341000
0.051676,22.321000
0.051681,22.301000
0.051686,22.280000
0.051691,22.259000
0.051696,22.237000
0.051701,22.216000
0.051706,22.196000
0.051711,22.176000
0.051716,22.157000
0.051721,22.135000
0.051726,22.113000
0.051732,22.092000
0.051737,22.070000
0.051742,22.049000
0.051747,22.027000
0.051752,22.006000
0.051757,21.987000
0.051762,21.966000
0.051767,21.946000
0.051772,21.924000
0.051777,21.902000
0.051782,21.882000
0.051788,21.863000
0.051793,21.840000
0.051798,21.818000
0.051803,21.796000
0.051808,21.773000
0.051813,21.754000
0.051818,21.734000
0.051823,21.715000
0.051828,21.696000
0.051833,21.678000
0.051839,21.659000
0.051844,21.639000
0.051849,21.620000
0.051854,21.600000
0.051859,21.581000
0.051864,21.563000
0.051869,21.545000
0.051874,21.529000
0.051879,21.511000
0.051884,21.494000
0.051889,21.476000
0.051895,21.456000
0.051900,21.438000
0.051905,21.419000
0.051910,21.400000
0.051915,21.381000
0.051920,21.364000
0.051925,21.345000
0.051930,21.324000
0.051935,21.305000
0.051940,21.284000
0.051946,21.265000
0.051951,21.247000
0.051956,21.228000
0.051961,21.210000
0.051966,21.191000
0.051971,21.172000
0.051976,21.154000
0.051981,21.136000
0.051986,21.116000
0.051991,21.097000
0.051996,21.076000
0.052002,21.057000
0.052007,21.037000
0.052012,21.018000
0.052017,20.997000
0.052022,20.977000
0.052027,20.957000
0.052032,20.937000
0.052037,20.917000
0.052042,20.898000
0.052047,20.877000
0.052053,20.856000
0.052058,20.833000
0.052063,20.811000
0.052068,20.788000
0.052073,20.766000
0.052078,20.747000
0.052083,20.727000
0.052088,20.708000
0.052093,20.689000
0.052098,20.669000
0.052103,20.649000
0.052109,20.630000
0.052114,20.611000
0.052119,20.593000
0.052124,20.574000
0.052129,20.556000
0.052134,20.537000
0.052139,20.518000
0.052144,20.498000
0.052149,20.477000
0.052154,20.454000
0.052160,20.433000
0.052165,20.412000
0.052170,20.392000
0.052175,20.373000
0.052180,20.352000
0.052185,20.333000
0.052190,20.313000
0.052195,20.292000
0.052200,20.273000
0.052205,20.251000
0.052210,20.229000
0.052216,20.208000
0.052221,20.187000
0.052226,20.166000
0.052231,20.143000
0.052236,20.123000
0.052241,20.105000
0.052246,20.086000
0.052251,20.071000
0.052256,20.053000
0.052261,20.033000
0.052266,20.017000
0.052272,19.998000
0.052277,19.979000
0.052282,19.959000
0.052287,19.939000
0.052292,19.918000
0.052297,19.896000
0.052302,19.875000
0.052307,19.854000
0.052312,19.831000
0.052317,19.810000
0.052323,19.789000
0.052328,19.770000
0.052333,19.753000
0.052338,19.733000
0.052343,19.712000
0.052348,19.691000
0.052353,19.670000
0.052358,19.651000
0.052363,19.631000
0.052368,19.612000
0.052373,19.590000
0.052379,19.569000
0.052384,19.547000
0.052389,19.525000
0.052394,19.506000
0.052399,19.484000
0.052404,19.464000
0.052409,19.445000
0.052414,19.423000
0.052419,19.400000
0.052424,19.379000
0.052430,19.354000
0.052435,19.331000
0.052440,19.306000
0.052445,19.279000
0.052450,19.253000
0.052455,19.227000
0.052460,19.205000
0.052465,19.183000
0.052470,19.161000
0.052475,19.139000
0.052480,19.116000
0.052486,19.091000
0.052491,19.065000
0.052496,19.041000
0.052501,19.014000
0.052506,18.991000
0.052511,18.969000
0.052516,18.947000
0.052521,18.926000
0.052526,18.903000
0.052531,18.879000
0.052537,18.854000
0.052542,18.829000
0.052547,18.803000
0.052552,18.784000
0.052557,18.764000
0.052562,18.744000
0.052567,18.722000
0.052572,18.696000
0.052577,18.671000
0.052582,18.649000
0.052587,18.625000
0.052593,18.602000
0.052598,18.578000
0.052603,18.549000
0.052608,18.519000
0.052613,18.490000
0.052618,18.459000
0.052623,18.433000
0.052628,18.410000
0.052633,18.385000
0.052638,18.356000
0.052644,18.326000
0.052649,18.297000
0.052654,18.271000
0.052659,18.248000
0.052664,18.229000
0.052669,18.208000
0.052674,18.189000
0.052679,18.167000
0.052684,18.145000
0.052689,18.124000
0.052694,18.103000
0.052700,18.089000
0.052705,18.075000
0.052710,18.056000
0.052715,18.036000
0.052720,18.012000
0.052725,17.988000
0.052730,17.962000
0.052735,17.940000
0.052740,17.920000
0.052745,17.902000
0.052750,17.891000
0.052756,17.878000
0.052761,17.862000
0.052766,17.847000
0.052771,17.831000
0.052776,17.819000
0.052781,17.810000
0.052786,17.803000
0.052791,17.796000
0.052796,17.788000
0.052801,17.778000
0.052807,17.762000
0.052812,17.745000
0.052817,17.725000
0.052822,17.699000
0.052827,17.681000
0.052832,17.664000
0.052837,17.637000
0.052842,17.613000
0.052847,17.586000
0.052852,17.558000
0.052857,17.540000
0.052863,17.524000
0.052868,17.503000
0.052873,17.479000
0.052878,17.449000
0.052883,17.417000
0.052888,17.391000
0.052893,17.371000
0.052898,17.356000
0.052903,17.341000
0.052908,17.322000
0.052914,17.296000
0.052919,17.268000
0.052924,17.236000
0.052929,17.201000
0.052934,17.169000
0.052939,17.137000
0.052944,17.105000
0.052949,17.073000
0.052954,17.035000
0.052959,16.998000
0.052964,16.968000
0.052970,16.940000
0.052975,16.913000
0.052980,16.878000
0.052985,16.840000
0.052990,16.804000
0.052995,16.776000
0.053000,16.745000
0.053005,16.712000
0.053010,16.677000
0.053015,16.646000
0.053021,16.620000
0.053026,16.596000
0.053031,16.574000
0.053036,16.539000
0.053041,16.506000
0.053046,16.473000
0.053051,16.434000
0.053056,16.401000
0.053061,16.362000
0.053066,16.325000
0.053071,16.281000
0.053077,16.234000
0.053082,16.194000
0.053087,16.162000
0.053092,16.148000
0.053097,16.139000
0.053102,16.127000
0.053107,16.106000
0.053112,16.091000
0.053117,16.071000
0.053122,16.054000
0.053127,16.029000
0.053133,15.979000
0.053138,15.918000
0.053143,15.840000
0.053148,15.773000
0.053153,15.722000
0.053158,15.686000
0.053163,15.670000
0.053168,15.649000
0.053173,15.623000
0.053178,15.600000
0.053184,15.560000
0.053189,15.518000
0.053194,15.466000
0.053199,15.412000
0.053204,15.362000
0.053209,15.302000
0.053214,15.257000
0.053219,15.224000
0.053224,15.205000
0.053229,15.209000
0.053234,15.201000
0.053240,15.181000
0.053245,15.159000
0.053250,15.146000
0.053255,15.123000
0.053260,15.093000
0.053265,15.055000
0.053270,14.996000
0.053275,14.947000
0.053280,14.898000
0.053285,14.856000
0.053291,14.807000
0.053296,14.773000
0.053301,14.737000
0.053306,14.715000
0.053311,14.692000
0.053316,14.671000
0.053321,14.669000
0.053326,14.671000
0.053331,14.662000
0.053336,14.639000
0.053341,14.577000
0.053347,14.479000
0.053352,14.402000
0.053357,14.341000
0.053362,14.341000
0.053367,14.353000
0.053372,14.358000
0.053377,14.339000
0.053382,14.287000
0.053387,14.223000
0.053392,14.140000
0.053398,14.036000
0.053403,13.919000
0.053408,13.791000
0.053413,13.673000
0.053418,13.588000
0.053423,13.489000
0.053428,13.373000
0.053433,13.254000
0.053438,13.132000
0.053443,12.972000
0.053448,12.848000
0.053454,12.696000
0.053459,12.512000
0.053464,12.429000
0.053469,12.338000
0.053474,12.232000
0.053479,12.165000
0.053484,11.972000
0.053489,11.813000
0.053494,11.670000
0.053499,11.424000
0.053505,11.173000
0.053510,10.807000
0.053515,10.527000
0.053520,10.327000
0.053525,10.430000
0.053530,10.515000
0.053535,10.430000
0.053540,10.150000
0.053545,9.694000
0.053550,9.374000
0.053555,9.093000
0.053561,9.248000
0.053566,9.473000
0.053571,9.511000
0.053576,9.641000
0.053581,9.605000
0.053586,9.568000
0.053591,9.549000
0.053596,9.511000
0.053601,9.511000
0.053606,9.353000
0.053611,9.183000
0.053617,8.949000
0.053622,8.924000
0.053627,8.874000
0.053632,8.796000
0.053637,8.421000
0.053642,7.541000
0.053647,5.732000
0.053652,0.000000
0.053657,0.000000
0.053662,0.000000
0.053668,0.000000
0.053673,0.000000
0.053678,0.000000
0.053683,0.000000
0.053688,0.000000
0.053693,0.000000
0.053698,2.722000
0.053703,1.612000
0.053708,4.434000
0.053713,4.958000
0.053718,4.434000
0.053724,2.722000
0.053729,2.722000
0.053734,3.452000
0.053739,0.000000
0.053744,0.732000
0.053749,0.000000
0.053754,0.000000
0.053759,0.000000
0.053764,0.000000
0.053769,0.000000
0.053775,0.000000
0.053780,0.000000
0.053785,0.000000
0.053790,0.000000
0.053795,0.000000
0.053800,0.000000
0.053805,0.000000
0.053810,0.000000
0.053815,0.000000
0.053820,0.000000
0.053825,0.000000
0.053831,0.000000
0.053836,0.000000
0.053841,0.000000
0.053846,0.000000
0.053851,0.000000
0.053856,0.000000
0.053861,0.000000
0.053866,0.000000
0.053871,0.000000
0.053876,0.000000
0.053882,0.000000
0.053887,0.000000
0.053892,0.000000
0.053897,0.000000
0.053902,0.000000
0.053907,0.000000
0.053912,0.000000
0.053917,0.000000
0.053922,0.000000
0.053927,0.000000
0.053932,0.000000
0.053938,0.000000
0.053943,0.000000
0.053948,0.000000
0.053953,0.000000
0.053958,0.000000
0.053963,0.000000
0.053968,0.000000
0.053973,0.000000
0.053978,0.000000
0.053983,0.000000
0.053989,0.000000
0.053994,2.237000
0.053999,2.237000
0.054004,2.722000
0.054009,0.000000
0.054014,0.000000
0.054019,0.000000
0.054024,0.000000
0.054029,0.000000
0.054034,0.000000
0.054039,0.000000
0.054045,0.000000
0.054050,0.000000
0.054055,0.000000
0.054060,0.000000
0.054065,0.000000
0.054070,0.000000
0.054075,0.000000
0.054080,0.000000
0.054085,0.000000
0.054090,0.000000
0.054095,0.000000
0.054101,0.000000
0.054106,0.000000
0.054111,0.000000
0.054116,0.000000
0.054121,0.000000
0.054126,0.000000
0.054131,0.000000
0.054136,0.000000
0.054141,0.000000
0.054146,0.000000
0.054152,0.000000
0.054157,0.000000
0.054162,0.000000
0.054167,0.000000
0.054172,0.000000
0.054177,0.000000
0.054182,0.000000
0.054187,0.000000
0.054192,0.000000
0.054197,0.000000
0.054202,0.000000
0.054208,0.000000
0.054213,0.000000
0.054218,0.000000
0.054223,0.000000
0.054228,0.000000
0.054233,0.000000
0.054238,0.000000
0.054243,0.000000
0.054248,0.000000
0.054253,0.000000
0.054259,0.000000
0.054264,5.107000
0.054269,5.838000
0.054274,6.384000
0.054279,5.939000
0.054284,5.939000
0.054289,6.128000
0.054294,4.797000
0.054299,0.000000
0.054304,0.000000
